Kode	Nama	Stock Minimal	Qty All Gudang	Panjang	Lebar	Tinggi	Berat	Unit	Kode Supplier	Supplier	Group1	Group2	Group3	Merkbarang	Bahan Aktif	Fokus	Noindex
="QSPRA09"	Sprayer 8424 Blue Tank 16 ltr	0	0	1	1	1	1	Pcs	SARIK02	Sari Kresna Kimia, PT	Sarana Pertanian	Sarana Pertanian	Sprayer 8424 Blue Tank				3778
="QSPRA10"	Sprayer Geika Mesin 20 Ltr	0	0	1	1	1	1	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Sprayer Geika Mesin 20 Ltr				3804
="QSPRA11"	Sprayer Elektrik Bonanza 16 ltr	0	0	1	1	1	5600	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	Sprayer Elektrik Bonanza		Elektrik		3964
="QSPRA12"	Sprayer Senapan Magneto*	0	2	1	1	1	1950	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Sprayer Senapan Magneto	Sprayer Senapan Magneto		B	3981
="QSPRA13"	Sprayer Hansa 2in1 16 ltr (Manual BTR)	0	0	1	1	1	6400	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Sprayer Hansa 2in1				4041
="QSPRA14"	Sprayer Hokita 20 X 2 ltr	0	731	20	1	1	377.5	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Sprayer Hokita	Sprayer Hokita			4238
="QSPRA15"	Sprayer Elektrik Quda Karisma 16 ltr*	25	0	1	1	1	5200	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	Sprayer Elektrik Quda Karisma	Sprayer Quda Karisma 16 ltr	Elektrik	C	4328
="QSPRA16"	Sprayer Dexxan 6 X 5 ltr	0	0	6	1	1	200	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Sprayer Dexxan 5 ltr				4654
="QSPRA17"	Sprayer Hokita 16 ltr	0	0	1	1	1	1	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Sprayer Hokita				4658
="QSPRA18"	Sprayer ABC-SM 16 ltr BTR	0	0	1	1	1	1	Pcs	STARM01	Star Metal Ware Industry, PT	Sarana Pertanian	Sarana Pertanian	Sprayer ABC-SM				4683
="QSPRA19"	Sprayer Elektrik Nagata 16 ltr*	0	0	1	1	1	5300	Pcs	AGROD01	Agro Dynamics Indo, PT	Sarana Pertanian	Sprayer	Sprayer Elektrik Nagata		Elektrik	C	4843
="QSPRA20"	Sprayer Elektrik Booster 16 ltr*	0	0	1	1	1	5250	Pcs	AGROD01	Agro Dynamics Indo, PT	Sarana Pertanian	Sprayer	Sprayer Elektrik Booster		Elektrik	C	4844
="QSPRA21"	Sprayboost 30 X 15 X 25 ml*	0	0	30	15	1	35.2	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Perata & Perekat	Sprayboost	Sprayboost		B	4952
="QSPRA22"	Sprayboost 50 X 50 ml*	0	0	50	1	1	78	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Perata & Perekat	Sprayboost	Sprayboost		B	4953
="QSPRA23"	Sprayboost 50 X 100 ml*	0	0	50	1	1	129	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Perata & Perekat	Sprayboost	Sprayboost		B	4954
="QSPRA24"	Sprayboost 40 X 250 ml*	0	0	40	1	1	313.8	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Perata & Perekat	Sprayboost	Sprayboost		B	4956
="QSPRA25"	Sprayer Elektrik Geika 16 Ltr	0	0	1	1	1	5200	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	No Group	Sprayer Elektrik Geika		Elektrik		4989
="QSPRA26"	Sprayer Hokita 6 X 5 ltr	0	0	6	1	1	1341.7	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	Sprayer Hokita				5147
="QSPRA27"	Sprayer Hokita 6 X 8 ltr	0	0	6	1	1	1558.3	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	Sprayer Hokita				5148
="QSPRA28"	Sprayer Bonanza 20 X 2 ltr	0	0	20	1	1	380	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Sprayer Bonanza				5149
="QSPRA29"	Sprayer Hokita 88 2in1 16 ltr	0	0	1	1	1	6650	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	Sprayer Hokita		Elektrik		5219
="QSPRA30"	Sprayer Bonanza 6 X 5 ltr	0	0	6	1	1	200	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Sprayer Bonanza				5226
="QSPRA31"	Sprayer Bonanza 6 X 8 ltr	0	0	6	1	1	1	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Sprayer Bonanza				5227
="QSPRA32"	Sprayer Hokita 30 X 1 ltr	0	1415	30	1	1	305	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	Sprayer Hokita	Sprayer Hokita			5228
="QSPRA33"	Sprayer Dexxan 2in1 16 ltr	0	0	1	1	1	6050	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Sprayer Dexxan 2in1 16 ltr				5243
="QSPRA34"	Sprayer Elektrik Flow 16 ltr	0	0	1	1	1	1	Pcs	JAWAA01	Jawa Agrindo Internasional, PT	Sarana Pertanian	Sprayer	Sprayer Elektrik Flow 16 ltr				5369
="QSPRA35"	Sprayer Elektrik Imtagro 16 Ltr	0	0	1	1	1	525	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	No Group	Sprayer Elektrik Imtagro		Elektrik		5559
="QSPRA36"	Sprayer Elektrik Kejora 16 ltr	0	0	1	1	1	5450	Pcs	TANIA05	Tani Abadi, CV	Sarana Pertanian	No Group	Sprayer Elektrik Kejora		Elektrik		5801
="QSPRA37"	Sprayer MT-16 16 ltr	0	0	1	1	1	1	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Sprayer MT-16				5897
="QSPRA38"	Sprayer Apung Hokita	0	0	1	1	1	9250	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	No Group	Sprayer Apung			6053
="QSPRA39"	Sprayer Ultra Elektrik New 16 ltr Type 3	50	542	1	1	1	5800	Pcs	TANIA05	Tani Abadi, CV	Sarana Pertanian	Sarana Pertanian	No Group	Sprayer Ultra Elektrik			6114
="QSPRA40"	Sprayer Elektrik Quda Karisma 5 L 1 x 6 pcs	0	903	6	1	1	2933.3	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	Sprayer Elektrik Quda Karisma	Sprayer Elektrik Quda Karisma	Elektrik		6281
="QSPRA41"	Sprayer Elektrik Quda Karisma 10 L 1 X 6 pcs	0	60	6	1	1	3266.7	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	Sprayer Elektrik Quda Karisma	Sprayer Elektrik Quda Karisma	Elektrik		6282
="QSPRA42"	Sprayer Elektrik Bonanza 13.7 ltr	0	0	1	1	1	5100	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	Sprayer Elektrik Bonanza		Elektrik		6373
="QSPRA43"	Sprayer 3 IN 1 KAN 16 Ltr	0	0	1	1	1	7500	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Sprayer 3 IN 1 KAN	Sprayer 3 IN 1 KAN	Sarana Pertanian		6475
="QSPRA44"	Sprayer Elektrik Joeragan Tipe 3 16 L Battery	50	992	1	1	1	5400	Pcs	TANIA05	Tani Abadi, CV	Sarana Pertanian	No Group	Sprayer Elektrik Joeragan Tipe 3	Sprayer Elektrik Joeragan	Elektrik		6795
="QSPRA45"	Sprayer Elektrik Satagro 13.7 L	0	0	1	1	1	1	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	Sprayer Elektrik Satagro		Elektrik		6822
="QSPRA46"	Sprayer Quda Karisma 5 L 1 x 6 pcs (Kuning)	0	926	6	1	1	2933.33	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	No Group	Sprayer Quda Karisma 5 ltr			6987
="QSPRA47"	Sprayer Ultra Elektrik New 16 ltr Type 4	50	564	1	1	1	5800	Pcs	TANIA05	Tani Abadi, CV	Sarana Pertanian	Sarana Pertanian	No Group	Sprayer Ultra Elektrik			7468
="QSPRA48"	Sprayer Quda Karisma 2in1 16 ltr	0	1	1	1	1	6200	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	No Group	Sprayer Quda Karisma 2in1 16 ltr	Elektrik & Manual		7822
="QSPRA49"	Sprayer Elektrik Quda Karisma 5 L 1 x 6 pcs (Putih)	0	1	6	1	1	1	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sprayer	Sprayer Elektrik Quda Karisma	Sprayer Quda Karisma 5 ltr	Elektrik		8007
="QSPRA50"	Sprayboost 20 X 500 ml	0	0	20	1	1	1	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Perata & Perekat	Sprayboost				8511
="QSPRA51"	Sprayer Gendong Elektrik DGW Knapsack 16 ltr	0	0	1	1	1	6100	Pcs	DGW01	DGW, PT	Sarana Pertanian	Sarana Pertanian	Sprayer DGW 16 ltr				9051
="QSPRA52"	Sprayer Gendong Elektik DGW ECO.02 16 ltr	0	18	1	1	1	6000	Pcs	DGW01	DGW, PT	Sarana Pertanian	Sarana Pertanian	Sprayer DGW 16 ltr Eco				9052
="QSPRA53"	Sprayer Defensa ABC-SM16S3 16 ltr	0	0	1	1	1	1	Pcs	STARM01	Star Metal Ware Industry, PT	Sarana Pertanian	Sprayer	Sprayer Defensa ABC-SM16S3				9306
="QSPYK01"	Spyker 135 SL 20 X 1 ltr*	500	2484	20	1	1	1165	Btl	AGROR01	Agrorisen Indomakmur Cemerlang, PT	Obat	Herbisida	Spyker 135 SL	Spyker 135 SL	Ion Parakuat	C	7648
="QSPYK02"	Spyker 135 SL 4 X 5 ltr*	40	208	4	1	1	5650	Gal	AGROR01	Agrorisen Indomakmur Cemerlang, PT	Obat	Herbisida	Spyker 135 SL	Spyker 135 SL	Ion Parakuat	C	7649
="QSPYK03"	Spyker 135 SL 20 ltr*	10	35	1	1	1	23030	Pail	AGROR01	Agrorisen Indomakmur Cemerlang, PT	Obat	Herbisida	Spyker 135 SL	Spyker 135 SL	Ion Parakuat	C	7650
="QSQUA01"	Squad 200 SL 4 X 5 ltr	0	0	4	1	1	1	Gal	PETRO01	Petrokimia Kayaku, PT	Obat	Herbisida	Squad 200 SL		Ion Parakuat		4475
="QSQUA02"	Squad 200 SL 20 ltr	0	0	1	1	1	1	Pail	PETRO01	Petrokimia Kayaku, PT	Obat	Herbisida	Squad 200 SL		Ion Parakuat		4476
="QSQUA03"	Squad 200 SL 20 X 1 ltr	0	0	20	1	1	1	Btl	PETRO01	Petrokimia Kayaku, PT	Obat	Herbisida	Squad 200 SL		Ion Parakuat		4594
="QSRIK01"	Srikandi 160/20 OD 20 X 250 ml	0	0	20	1	1	342.5	Btl	BELIR01	Belirang Kalisari, PT	Obat	Insektisida	Srikandi 160/20 OD		Indoxacarb & Emamectin Benzoate		4621
="QSTAR01"	Starquat 135 SL 20 ltr	25	0	1	1	1	23030	Gal	ADILM01	Adil Makmur Fajar, PT	Obat	Herbisida	Starkuat 135 SL	Starkuat 135 SL	Ion Parakuat	C	1278
="QSTAR02"	Starquat 135 SL 20 X 1 ltr	500	3990	20	1	1	1331.5	Btl	ADILM01	Adil Makmur Fajar, PT	Obat	Herbisida	Starkuat 135 SL	Starkuat 135 SL	Ion Parakuat	C	1279
="QSTAR03"	Starner 20 WP 4 X 10 X 100 gr	0	0	4	10	1	152.25	Pack	NUFAR01	Nufarm Indonesia, PT	Obat	Bakterisida	Starner 20 WP		Asam Oksolinik		1280
="QSTAR04"	Starter Star Metal	0	0	1	1	1	152.25	Pcs	STARM01	Star Metal Ware Industry, PT	Sarana Pertanian	Sarana Pertanian	Starter Star Metal				2829
="QSTAR05"	Starquat 135 SL 4 X 5 ltr	40	0	4	1	1	5883	Btl	ADILM01	Adil Makmur Fajar, PT	Obat	Herbisida	Starkuat 135 SL	Starkuat 135 SL	Ion Parakuat	C	1281
="QSTAR06"	Starlet 400 SL 20 X 500 ml	0	0	20	1	1	740.5	Btl	TANIM38	Tani Murni Paskal, CV	Obat	Insektisida	Starlet 400 SL		Dimehipo		1282
="QSTAR07"	Starlet 400 SL 15 X 1 ltr	0	0	15	1	1	1449.33	Btl	TANIM38	Tani Murni Paskal, CV	Obat	Insektisida	Starlet 400 SL		Dimehipo		1283
="QSTAR08"	Stargate 600 SC 4 X 10 X 100 ml	0	0	4	10	1	0	Btl	FMCAG01	FMC Agricultural Manufacturing, PT	Obat	Insektisida	Stargate 600 SC		Klotianidin		2830
="QSTAR09"	Starelle 660 EC 20 X 400 ml	0	0	20	1	1	557.5	Btl	MITRA01	Mitra Kreasi Dharma, PT	Obat	Insektisida	Starelle 660 EC		Klorpirifos & Sipermetrin		3730
="QSTAR10"	Starelle 660 EC 20 X 200 ml	0	0	20	1	1	297.5	Btl	MITRA01	Mitra Kreasi Dharma, PT	Obat	Insektisida	Starelle 660 EC		Klorpirifos & Sipermetrin		3910
="QSTAR11"	Stargate 0.5 GR 10 X 2 kg	0	0	10	1	1	2085	Pack	FMCAG01	FMC Agricultural Manufacturing, PT	Obat	Insektisida	Stargate 0.5 GR	Stargate 0.5 GR	clothianidin		6088
="QSTAR12"	Starphos 40 X 500 ml*	0	0	40	1	1	570	Btl	DHARM03	Dharma Ayu Tani, PT	Pupuk	Pupuk	Starphos	Starphos		A	7048
="QSTAR13"	Stardon 60 WP 10 X 8 X 100 gr	400	15017	10	8	1	129	Pack	MITRA01	Mitra Kreasi Dharma, PT	Obat	Moluskisida	Stardon 60 WP	Stardon 60 WP	Fentin Asetat		8221
="QSTIC04"	Sticker Goal	0	0	1	1	1	1	Pcs			No Group	No Group	No Group				8858
="QSTICQVT01"	Sticker Qiuvita Merah	0	0	1	1	1	1	Pcs			No Group	No Group	No Group				8860
="QSTICQVT02"	Sticker Qiuvita Hijau	0	0	1	1	1	1	Pcs			No Group	No Group	No Group				8862
="QSTIK01"	Stiker Master Box Futay "10 X 1 L"	0	0	1	1	1	1	Pcs	MAJUM01	Maju Makmur Utomo, PT	No Group	No Group	No Group	Stiker Master Box Futay			8269
="QSTIK02"	Stiker MKP 1 kg	0	0	1	1	1	1	Pcs	SAPRO03	Saprotan Utama Nusantara, PT	Sarana Promosi	Sarana Promosi	Stiker MKP 1 kg				9161
="QSTOP01"	Stopper 25 EC 20 X 500 ml	0	0	20	1	1	567.5	Btl	MULTI01	Multi Sarana Indotani, PT	Obat	Insektisida	Stopper 25 EC		Lamda Sihalotrin		1284
="QSUGO01"	Sugoi 500/50 EC 20 X 400 ml*	0	0	20	1	1	500	Btl	PANEN03	Panen Agro Perkasa Indonesia, PT	Obat	Insektisida	Sugoi 500/50 EC	Sugoi 500/50 EC	Klorpirifos, Sipermethrin	B	6976
="QSUGO02"	Sugoi 500/50 EC 20 X 1 ltr*	0	0	20	1	1	1200	Btl	PANEN03	Panen Agro Perkasa Indonesia, PT	Obat	Insektisida	Sugoi 500/50 EC	Sugoi 500/50 EC	Klorpirifos, Sipermethrin	B	6977
="QSUGO03"	Sugoi 500/50 EC 40 X 250 ml*	0	0	40	1	1	320	Btl	PANEN03	Panen Agro Perkasa Indonesia, PT	Obat	Insektisida	Sugoi 500/50 EC	Sugoi 500/50 EC	Klorpirifos. Sipermethrin	B	7071
="QSUGO04"	Sugoi 500/50 EC 100 X 100 ml*	0	0	100	1	1	132	Btl	PANEN03	Panen Agro Perkasa Indonesia, PT	Obat	Insektisida	Sugoi 500/50 EC	Sugoi 500/50 EC	Klorpirifos, Sipermethrin	B	7072
="QSUIC01"	Suica 50/20 WG 5 X 40 X 25 gr*	0	0	5	40	1	33	Pack	KRIST01	Kristalindo Karunia Internasional, PT	Obat	Insektisida	No Group	Suica 50/20 WG	Pimetrozin, Tiametoksam	B	7554
="QSUIC02"	Suica 50/20 WG 5 X 10 X 100 gr*	0	400	5	10	1	124	Pack	KRIST01	Kristalindo Karunia Internasional, PT	Obat	Insektisida	No Group	Suica 50/20 WG	Pimetrozin, Tiametoksam	B	7555
="QSUIC03"	Suica 50/20 WG 10 X 20 X 25 gr*	0	285	10	20	1	32.5	Pack	KRIST01	Kristalindo Karunia Internasional, PT	Obat	Insektisida	No Group	Suica 50/20 WG	Pimetrozin, Tiametoksam	B	7870
="QSULF01"	Sulfaron 200/50 EC 50 X 200 ml	250	471	50	1	1	266	Btl	BAHTE01	Bahtera Boniaga Lestari, PT	Obat	Insektisida	Sulfaron 200/50 EC		Karbosulfan & Klorfluazuron		8440
="QSUMO01"	Sumo 50 EC 20 X 500 ml	0	0	20	1	1	500	Btl	BELIR01	Belirang Kalisari, PT	Obat	Insektisida	Sumo 50 EC		Betasiflutrin		3446
="QSUMO02"	Sumo 50 EC 50 X 80 ml	0	0	50	1	1	126	Btl	BELIR01	Belirang Kalisari, PT	Obat	Insektisida	Sumo 50 EC		Betasiflutrin		3654
="QSUMO03"	Sumo 50 EC 40 X 250 ml	0	0	40	1	1	305	Btl	BELIR01	Belirang Kalisari, PT	Obat	Insektisida	Sumo 50 EC		Betasiflutrin		3655
="QSUNB01"	Sunbird 50 kg	10	162	1	1	1	51000	Zak	BEHNM01	Behn Meyer AgriCare, PT	Pupuk	Pupuk	Sunbird	Sunbird			8387
="QSUPE01"	Supemec 18 EC 100 X 50 ml	0	0	100	1	1	0	Btl	GLOBA01	Global Agrotech, PT	Obat	Insektisida	Supemec 18 EC		Abamektin		1285
="QSUPE02"	Supemec 18 EC 50 X 100 ml	0	0	50	1	1	178	Btl	GLOBA01	Global Agrotech, PT	Obat	Insektisida	Supemec 18 EC		Abamektin		1286
="QSUPE03"	Supemec 18 EC 50 X 200 ml	0	0	50	1	1	254.4	Btl	GLOBA01	Global Agrotech, PT	Obat	Insektisida	Supemec 18 EC		Abamektin		1287
="QSUPE04"	Supernova 500 OD 4 X 10 X 50 ml	0	0	4	10	1	135	Btl	BINAG01	Bina Guna Kimia, PT	Obat	Insektisida	Supernova 500 OD		Indoksakarb		2831
="QSUPE05"	Super Ammonium Phosphate 25 kg*	0	0	1	1	1	25560	Zak	KERTO01	Kertopaten Kencana, PT	Pupuk	NPK	Super Ammonium Phosphate			C	2832
="QSUPE06"	Superfos 550 EC 24 X 500 ml	0	0	24	1	1	645.83	Btl	FARMC01	Farmco Kimia, PT	Obat	Insektisida	Superfos 550 EC		Klorpirifos & Sipermetrin		3660
="QSUPE07"	Superfos 550 EC 20 X 1 ltr	0	0	20	1	1	1237.5	Btl	FARMC01	Farmco Kimia, PT	Obat	Insektisida	Superfos 550 EC		Klorpirifos & Sipermetrin		3661
="QSUPE08"	Superfos 550 EC 20 X 500 ml	0	0	20	1	1	672.5	Btl	FARMC01	Farmco Kimia, PT	Obat	Insektisida	Superfos 550 EC		Klorpirifos & Sipermetrin		4558
="QSUPE09"	Supegibb 20 TB 50 X 20 X 5 gr	0	0	50	20	1	8.9	Tab	GRAHA01	Graha Agro, CV	Obat	ZPT	Supegibb 20 TB		Asam Giberelat		5234
="QSUPE10"	Super-Soil 16 X 1 kg	0	893	16	1	1	1088	Pack	MITRA25	Mitra Tani Abadi Jaya, CV	Pupuk	Pupuk	Super-Soil				8895
="QSUPE11"	Super-Soil 24 X 500 gr	0	518	24	1	1	533	Pack	MITRA25	Mitra Tani Abadi Jaya, CV	Pupuk	Pupuk	Super-Soil				9152
="QSUPR01"	Supretox 276 SL 20 ltr	0	0	1	1	1	23030	Pail	DHARM01	Dharma Guna Wibawa, PT (DGW)	Obat	Herbisida	Supretox 276 SL		Ion Parakuat		3456
="QSUPR02"	Supretox 276 SL 20 X 1 ltr	0	0	20	1	1	1235	Btl	DHARM01	Dharma Guna Wibawa, PT (DGW)	Obat	Herbisida	Supretox 276 SL		Ion Parakuat		3603
="QSUPR03"	Supremo 490 SL Gold 20 X 1 Ltr	0	0	20	1	1	1	Btl	DHARM01	Dharma Guna Wibawa, PT (DGW)	Obat	Herbisida	No Group	Supremo 490 SL Gold	Isopropil Amina Glifosat		8030
="QSWAL01"	Swallow 80 WP 40 X 250 gr	0	0	40	1	1	0	Pack	BELIR01	Belirang Kalisari, PT	Pupuk	Fertilizer	Swallow 80 WP		Pupuk Mikro		1288
="QSWIT01"	Switch Off 62.5 WG 20 X 20 X 20 gr*	0	3467	20	20	1	32.8	Pack	AGROI01	Agroiris Crop Protection Indonesia, PT	Obat	Fungisida	Switch Off 62.5 WG	Switch Off 62.5 WG	Siprodinil & Fludioksinil	A	7187
="QSYMB01"	Symbisect 2/30 WG 100 X 50 gr*	0	5072	100	1	1	58	Pack	AGRON01	Agro Natural Technology, PT	Obat	Insektisida	Symbisect 2/30 WG	Symbisect 2/30 WG	Abamectin. Nitenpyram	A	6405
="QSYMB02"	Symbisect 2/30 WG 75 X 100 gr*	0	2	75	1	1	111	Pack	AGRON01	Agro Natural Technology, PT	Obat	Insektisida	Symbisect 2/30 WG	Symbisect 2/30 WG	Abamectin. Nitenpyram	A	6406
="QSYMB03"	Symbisect 2/30 WG 50 X 100 gr*	500	3543	50	1	1	114	Btl	AGRON01	Agro Natural Technology, PT	Obat	Insektisida	Symbisect 2/30 WG	Symbisect 2/30 WG	Abamectin, Nitenpyram	A	6708
="QSYMP01"	Symphony Plus 40 X 100 ml*	200	731	40	1	1	305	Btl	ADVAN01	Advansia Indotani, PT	Obat	Insektisida	Symphony Plus	Symphony	Piridalil	A	5359
="QSYMP02"	Symphony Plus 32 X 250 ml*	160	0	32	1	1	656.3	Btl	ADVAN01	Advansia Indotani, PT	Obat	Insektisida	Symphony Plus	Symphony	Piridalil	A	5951
="QSYMP03"	Symphony Plus 20 X 250 ml	0	0	20	1	1	1	Btl	ADVAN01	Advansia Indotani, PT	Obat	Insektisida	Symphony				9290
="QTABA01"	Tabard 500 EC 50 X 100 ml	0	0	50	1	1	0	Btl	JOHNN01	Johnny Jaya Makmur, PT	Obat	Insektisida	Tabard 500 EC		Profenofos		2833
="QTABA02"	Tabard 500 EC 50 X 80 ml (AGM)	0	0	50	1	1	0	Btl	AGROG01	Agro Guna Makmur, PT	Obat	Insektisida	Tabard 500 EC		Profenofos		2834
="QTABA03"	Tabard 500 EC 20 X 500 ml (AGM)	0	0	20	1	1	0	Btl	AGROG01	Agro Guna Makmur, PT	Obat	Insektisida	Tabard 500 EC		Profenofos		2835
="QTABA04"	Tabard 500 EC 10 X 1 ltr (AGM)	0	0	10	1	1	0	Btl	AGROG01	Agro Guna Makmur, PT	Obat	Insektisida	Tabard 500 EC		Profenofos		2836
="QTABU01"	Tabung Pompa Diafragma (Top Agri)	0	0	1	1	1	1	Pcs	STARM01	Star Metal Ware Industry, PT	Sarana Pertanian	Sarana Pertanian	Tabung Pompa Diafragma				6415
="QTABU02"	Tabung Kosong	0	10	1	1	1	1	Pcs	SARAN04	Sarana Tani Makmur, CV	No Group	No Group	No Group	Tabung	Sarana Pertanian		7119
="QTAEK01"	Taekwando 25 EC 20 X 1 ltr	0	0	20	1	1	1045	Btl	KENSO01	Kenso Indonesia, PT	Obat	Insektisida	Taekwando 25 EC	Taekwando 25 EC	Lamda Sihalotrin		7914
="QTAFT01"	Taft 75 WP 50 X 100 gr	0	0	50	1	1	0	Pack	SAPRO01	Saprotan Utama, CV	Obat	Fungisida	Taft 75 WP		Karbendazim,Mankozeb		2837
="QTAFT02"	Taft 75 WP 40 X 400 gr	0	0	40	1	1	0	Pack	SAPRO01	Saprotan Utama, CV	Obat	Fungisida	Taft 75 WP		Karbendazim,Mankozeb		2838
="QTAKE01"	Take Over 505 SL 50 X 200 ml	0	0	50	1	1	0	Btl	TIGAM01	Tiga Muara Emas Makmur, PT	Obat	Insektisida	Take Over 505 SL		Dimehipo		2839
="QTAKE02"	Take Over 505 SL 20 X 500 ml	0	0	20	1	1	0	Btl	TIGAM01	Tiga Muara Emas Makmur, PT	Obat	Insektisida	Take Over 505 SL		Dimehipo		2840
="QTAKE03"	Take Over 505 SL 20 X 1 ltr	0	0	20	1	1	0	Btl	TIGAM01	Tiga Muara Emas Makmur, PT	Obat	Insektisida	Take Over 505 SL		Dimehipo		2841
="QTAKU01"	Takumi 20 WG 20 X 50 gr	0	0	20	1	1	105	Pack	AGRIC01	Agricon, PT	Obat	Insektisida	Takumi 20 WG				2842
="QTALA01"	Talavera 200/125 SC 40 X 250 ml	0	0	40	1	1	1	Btl	ETONG01	Etong Chemical Indonesia, PT	Obat	Fungisida	Talavera 200/125 SC				9314
="QTALD01"	Taldin 33 EC 48 X 250 ml	0	0	48	1	1	301.46	Btl	BINAG01	Bina Guna Kimia, PT	Obat	Insektisida	Taldin 33 EC		Bifentrin & abamektin		1289
="QTALI01"	Tali Gendong 20 ltr Star Metal	0	0	1	1	1	0	Pcs	STARM01	Star Metal Ware Industry, PT	Sarana Pertanian	Sarana Pertanian	Sparepart Lain - Lain				2843
="QTALI02"	Tali Agro	0	0	1	1	1	301.46	Kg	ABADI02	Abadi Nylon Rope & Fishing Net Manufacturing, PT	Sarana Pertanian	Sarana Pertanian	Tali Gawar				1290
="QTALI03"	Tali Kapas Cap Kelud 15 X 900 gr (Putih)*	150	28	1	1	1	650	Zak	KELUD01	Kelud Jaya, UD	Sarana Pertanian	Sarana Pertanian	Tali Kapas Cap Kelud	Tali Kapas Cap Kelud		C	4368
="QTALI04"	Tali Surya	625	0.0010000000002037	1	1	1	1020	Kg	ABADI02	Abadi Nylon Rope & Fishing Net Manufacturing, PT	Sarana Pertanian	Sarana Pertanian	Tali Surya	Tali Surya			5324
="QTALI05"	Tali Kapas Cap Kelud 28 X 450 gr (Putih)*	280	38	1	1	1	440.4	Zak	KELUD01	Kelud Jaya, UD	Sarana Pertanian	Sarana Pertanian	Tali Kapas Cap Kelud	Tali Kapas Cap Kelud		C	5345
="QTALI06"	Tali Gawar 989 40 X 600 gr*	2,000	12040	40	1	1	596.3	Slop	KARUN03	Karunia Sukses Utama, PT	Sarana Pertanian	Sarana Pertanian	Tali Gawar 989	Tali Gawar Q989		C	5480
="QTALI07"	Tali Bahu EDD	0	10	1	1	1	1	Pcs	IMTAS01	Imta Sukses Abadi, PT	Sarana Pertanian	Sarana Pertanian	Tali Bahu EDD	Tali Bahu EDD			5865
="QTALI08"	Tali Gendong	0	10	1	1	1	1	Pcs	SARAN04	Sarana Tani Makmur, CV	Sarana Pertanian	Sarana Pertanian	Tali Gendong	Tali Gendong	Sarana Pertanian		7079
="QTAME01"	Tamex 240 EC 20 X 500 ml	0	0	20	1	1	0	Btl	NUFAR01	Nufarm Indonesia, PT	Obat	ZPT	Tamex 240 EC		Butralin		2844
="QTAMI01"	Tamicor 250 EC 40 X 100 ml	0	0	40	1	1	150	Btl	TUNAS05	Tunas Harapan Murni, PT	No Group	No Group	No Group	Tamicor 250 EC	Difenokonazol		7657
="QTAMO01"	Tamoxanil 6/24 WP 20 X 400 gr*	0	0	20	1	1	4350	Pack	TUNAS05	Tunas Harapan Murni, PT	Obat	Fungisida	Tamoxanil 6/24 WP	Tamoxanil 6/24 WP	Klorotalonil + Simoksanil	C	7231
