Kode	Nama	Stock Minimal	Qty All Gudang	Panjang	Lebar	Tinggi	Berat	Unit	Kode Supplier	Supplier	Group1	Group2	Group3	Merkbarang	Bahan Aktif	Fokus	Noindex
="ASHAL01"	Shallot 600 SL 10 X 460 ml (Sample)	0	40	10	1	1	1	Btl	ARTHA01	Artha Buana Mandiri/Graha Niaga Mandiri, CV	Obat	Perekat	Shallot 600 SL	Shallot 600 SL			5509
="ASHEL01"	Shellestol 4 X 5 kg	0	0	4	1	1	0	Btl	NONAM01	No Name	Obat	Perekat	No Group				2047
="ASHEN01"	Shenzi Plus 400 SC 50 X 100 ml	0	0	50	1	1	1	Btl	EXCEL01	Excel Meg Indo, PT	Obat	Insektisida	Shenzi Plus 400 SC				9319
="ASIDA01"	Sidametrin 50 EC 25 X 400 ml	0	0	25	1	1	448	Btl	PETRO02	Petrosida Gresik, PT	Obat	Insektisida	No Group		Sipermetrin		2051
="ASIDA02"	Sidafur 3 GR 10 X 2 kg	0	0	10	1	1	0	Pack	PETRO02	Petrosida Gresik, PT	Obat	Insektisida	No Group				2050
="ASIDA03"	Sidabas 500 EC 25 X 400 ml	0	0	25	1	1	0	Btl	PETRO02	Petrosida Gresik, PT	Obat	Insektisida	No Group				2048
="ASIDA04"	Sidafos 480 SL 15 X 1 ltr	0	0	15	1	1	0	Btl	PETRO02	Petrosida Gresik, PT	Obat	Herbisida	No Group		Glifosat		2049
="ASIDA05"	Sidametrin 50 EC 50 X 100 ml	0	0	50	1	1	136	Btl	PETRO02	Petrosida Gresik, PT	Obat	Insektisida	Sidametrin 50 EC		Sipermetrin		2052
="ASIDA06"	Sidacin 50 WP 20 X 500 gr	0	0	20	1	1	570	Pack	PETRO02	Petrosida Gresik, PT	Obat	Insektisida	Sidacin 50 WP				3688
="ASIDA07"	Sidametrin 50 EC 50 X 100 ml	0	0	50	1	1	1	Btl			No Group	No Group	No Group	Sidametrin 50 EC			8429
="ASIDA08"	Sidafos 480 SL Hitam 20 X 1 ltr	0	0	20	1	1	1	Btl			No Group	No Group	No Group				8760
="ASIKL01"	Siklon 5.7 WG 4 X 40 X 25 gr*	0	0	4	40	1	45.6	Pack	NUFAR01	Nufarm Indonesia, PT	Obat	Herbisida	Siklon 5.7 WG		Emamektin Benzoat	C	485
="ASILI01"	Silikamat 500 ml	500	4	1	1	1	1	Btl	ARTHA05	Artha Prima Humatindo, PT	No Group	No Group	No Group	No Group			7952
="ASINA01"	Sinarfuron 5 gr	0	0	1	1	1	0	Pack	SINAR01	Sinar General Industries, PT	Obat	Herbisida	No Group				2053
="ASINA02"	Sinasen 300 SC 40 X 250 ml (Sample)	0	4	40	1	1	1	Btl	SINAM01	Sinamyang Indonesia, PT	No Group	No Group	No Group	No Group			7196
="ASINA03"	Sinasen 300 SC 40 X 250 ml	0	0	40	1	1	1	Btl			No Group	No Group	No Group	Sinasen 300 SC			8416
="ASINE01"	Sinergy 300 EC 50 X 80 ml	0	0	50	1	1	1	Btl	NUFAR01	Nufarm Indonesia, PT	No Group	No Group	No Group		difenokonazol, profikonazol		6426
="ASING01"	Single Nozzle With Four Holes	0	0	1	1	1	0	Pcs	NONAM01	No Name	Sarana Pertanian	Sarana Pertanian	No Group		Sarana Pertanian		2054
="ASINO01"	Sinopest 250 EC 40 X 250 ml*	0	0	40	1	1	338.8	Btl	GLOBA01	Global Agrotech, PT	Obat	Fungisida	No Group		Difenoconazol	C	486
="ASINO02"	Sinopest 250 EC 50 X 80 ml	0	0	50	1	1	0	Btl	GLOBA01	Global Agrotech, PT	Obat	Fungisida	Sinopest 250 EC		Difenoconazol		2055
="ASINT01"	Sintrop 80 WG 40 X 10 X 4 gr	0	0	40	10	1	9.3	Pack			No Group	No Group	No Group				8751
="ASINW01"	Sinway 1 - 300/10 SC 20 X 500 ml (Sample)	0	0	20	1	1	345	Btl			No Group	No Group	No Group	No Group			8240
="ASINW02"	Sinway 1 - 300/10 SC 20 X 500 ml	0	0	20	1	1	1	Pcs			No Group	No Group	No Group	Sinway Satu 300/10 SC	Atrazin & Topramezon		8333
="ASINW03"	Sinway 1 - 300/10 SC 40 X 250 ml	0	0	40	1	1	1	Btl			No Group	No Group	No Group				8786
="ASINW04"	Sinway 1 - 300/10 SC 10 X 1 ltr	0	0	10	1	1	1	Btl			No Group	No Group	No Group				8787
="ASLAS01"	Slash 480 SL 15 X 1 ltr	0	0	15	1	1	0	Btl	GOLDE02	Golden Planter Indonesia, PT	Obat	Herbisida	No Group				2287
="ASMAC01"	Smack Down 100 EC 25 X 400 ml	0	0	25	1	1	0	Btl	PETRO02	Petrosida Gresik, PT	Obat	Insektisida	No Group				2056
="ASMK01"	Smk. Inul Kuning Majesty 8 X 20 X 10 gr	0	0	8	20	1	0	Pack	MUTUP01	Mutu Prima Sejati, PT	Benih Horti	Benih	No Group		Hibrida/F1		1868
="ASMK02"	Smk. New Diamond 8 X 20 gr	0	0	8	1	1	0	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Semangka	No Group				1869
="ASMK03"	Smk. Q - 9 5 X 20 gr	0	0	5	1	1	0	Pack	ERATA01	Era Tani, PT	Benih Horti	Benih Semangka	No Group				1870
="ASMK04"	Smk. Sun Flower 100 X 5 X 20 gr	0	0	100	5	1	0	Pack	ERATA01	Era Tani, PT	Benih Horti	Benih Semangka	No Group		Hibrida/F1		1871
="ASMK05"	Smk. Pandora 10 X 20 gr	0	0	10	1	1	0	Pack	WAHAN01	Wahana Pundhi Karsa Abadi, PT	Benih Horti	Benih Semangka	No Group				2066
="ASMK06"	Smk. Big Red 10 X 20 gr	0	0	10	1	1	0	Pack	WAHAN01	Wahana Pundhi Karsa Abadi, PT	Benih Horti	Benih Semangka	No Group				2057
="ASMK07"	Smk. Flash 10 X 20 gr	0	0	10	1	1	0	Pack	WAHAN01	Wahana Pundhi Karsa Abadi, PT	Benih Horti	Benih Semangka	No Group				2060
="ASMK08"	Smk. Speed Up 10 X 20 gr	0	0	10	1	1	0	Pack	WAHAN01	Wahana Pundhi Karsa Abadi, PT	Benih Horti	Benih Semangka	No Group				2072
="ASMK09"	Smk. Diomedes 10 X 20 gr	0	0	10	1	1	0	Pack	WAHAN01	Wahana Pundhi Karsa Abadi, PT	Benih Horti	Benih Semangka	No Group		Hibrida/F1		2058
="ASMK10"	Smk. Prestige 10 X 20 gr	0	0	10	1	1	0	Pack	WAHAN01	Wahana Pundhi Karsa Abadi, PT	Benih Horti	Benih Semangka	No Group				2067
="ASMK11"	Smk. Inul Aura Kuning 10 X 25 X 10 gr	0	0	10	25	1	0	Pack	AURAS01	Aura Seed	Benih Horti	Benih Semangka Inul Kuning	No Group				1872
="ASMK12"	Smk. OR Orion 5 X 500 Biji	0	0	5	1	1	0	Pack	ORIEN01	Oriental Seed Indonesia, PT	Benih Horti	Benih Semangka	No Group				2065
="ASMK13"	Smk. Pretty Orchid 300 seeds	0	0	1	1	1	0	Pack	KNOWY01	Know You Seeds	Benih Horti	Benih Semangka	Smk. Pretty Orchid		Hibrida/F1		1873
="ASMK14"	Smk. Raja Seed King Flower 20 X 10 X 20 gr	0	0	20	10	1	0	Pack	RAJAP01	Raja Pilar Agrotama, PT	Benih Horti	Benih Semangka	No Group				2068
="ASMK15"	Smk. Raja Seed King Quality 20 X 10 X 20 gr	0	0	20	10	1	0	Pack	RAJAP01	Raja Pilar Agrotama, PT	Benih Horti	Benih Semangka	No Group				2069
="ASMK16"	Smk. Sagita 6 X 8 X 20 gr	0	0	48	1	1	0	Pack	HEXTA02	Hextar Seed Indonesia, PT	Benih Horti	Benih Semangka Inul Kuning	No Group		Hibrida/F1		2070
="ASMK17"	Smk. Best Flower 10 X 20 gr	0	0	10	1	1	0	Pack	WAHAN01	Wahana Pundhi Karsa Abadi, PT	Benih Horti	Benih Semangka	No Group				2059
="ASMK18"	Smk. Sun Bao 10 gr	0	0	1	1	1	0	Pack	KNOWY01	Know You Seeds	Benih Horti	Benih Semangka	No Group				2073
="ASMK19"	Smk. Grace 10 X 20 gr	0	0	10	1	1	0	Pack	WAHAN01	Wahana Pundhi Karsa Abadi, PT	Benih Horti	Benih Semangka	No Group				2061
="ASMK20"	Smk. Esteem 20 X 6 X 20 gr	0	0	20	6	1	50.8	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Semangka Inul Kuning	Smk. Esteem	Smk. Esteem	Hibrida/F1		487
="ASMK21"	Smk. Esteem 20 X 12 X 10 gr	0	0	20	12	1	0	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Semangka Inul Kuning	Smk. Esteem		Hibrida/F1		488
="ASMK22"	Smk. Maduri 12 X 10 X 20 gr	0	0	12	10	1	33.8	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Semangka	Smk. Maduri		Hibrida/F1		3418
="ASMK23"	Smk. Esteem 20 X 24 X 10 gr	0	0	20	24	1	10	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Semangka Inul Kuning	Smk. Esteem		Hibrida/F1		3653
="ASMK24"	Smk. Inul Kuning Majesty 8 X 15 X 20 gr	0	0	8	15	1	29.6	Pack	MUTUP01	Mutu Prima Sejati, PT	Benih Horti	Benih Semangka Inul Kuning	Smk. Inul		Hibrida/F1		4030
